id,name,subClass,class,quality
85976,Sixteen-Fanged Crown,Mail,Armor,Epic
85977,Stonebound Cinch,Leather,Armor,Epic
85978,Jade Dust Leggings,Cloth,Armor,Epic
85979,Cape of Three Lanterns,Cloth,Armor,Epic
85980,Wildfire Worldwalkers,Mail,Armor,Epic
85981,Black Market Merchandise,Quest,Quest,Common
85982,Tomb Raider's Girdle,Leather,Armor,Epic
85983,Bracers of Six Oxen,Plate,Armor,Epic
85984,Nullification Greathelm,Plate,Armor,Epic
85985,Cloak of Peacock Feathers,Cloth,Armor,Epic
85986,Amulet of Seven Curses,Miscellaneous,Armor,Epic
85987,Chain of Shadow,Mail,Armor,Epic
85988,Legplates of Sagacious Shadows,Plate,Armor,Epic
85989,Hood of Cursed Dreams,Leather,Armor,Epic
85990,Imperial Ghostbinder's Robes,Cloth,Armor,Epic
85991,Soulgrasp Choker,Miscellaneous,Armor,Epic
85992,Sollerets of Spirit Splitting,Plate,Armor,Epic
85993,Fetters of Death,Mail,Armor,Epic
85994,"Gara'kal, Fist of the Spiritbinder",Fist Weapon,Weapon,Epic
85995,Netherrealm Shoulderpads,Leather,Armor,Epic
85996,Eye of the Ancient Spirit,Shield,Armor,Epic
85997,Sandals of the Severed Soul,Cloth,Armor,Epic
85998,Thresher Jaw,Quest,Quest,Common
85999,Thresher Teeth,Quest,Quest,Common
86009,Resonating Crystal,Quest,Quest,Common
86026,Perfectly Cooked Instant Noodles,Food & Drink,Consumable,Common
86027,Bindings of Ancient Spirits,Plate,Armor,Epic
86038,Circuit of the Frail Soul,Miscellaneous,Armor,Epic
86039,Spaulders of the Divided Mind,Leather,Armor,Epic
86040,Leggings of Imprisoned Will,Mail,Armor,Epic
86041,Shadowsummoner Spaulders,Cloth,Armor,Epic
86042,Jade Charioteer Figurine,Miscellaneous,Armor,Epic
86043,Jade Bandit Figurine,Miscellaneous,Armor,Epic
86044,Jade Magistrate Figurine,Miscellaneous,Armor,Epic
86045,Jade Courtesan Figurine,Miscellaneous,Armor,Epic
86046,Jade Warlord Figurine,Miscellaneous,Armor,Epic
86047,Amulet of the Hidden Kings,Miscellaneous,Armor,Epic
86057,Sliced Peaches,Food & Drink,Consumable,Common
86067,Horde Missive,Other,Miscellaneous,Common
86068,Alliance Missive,Other,Miscellaneous,Common
86069,Rice Pudding,Food & Drink,Consumable,Common
86070,Wildfowl Ginseng Soup,Food & Drink,Consumable,Common
86071,"Screaming Tiger, Qiang's Unbreakable Polearm",Polearm,Weapon,Epic
86073,Spicy Salmon,Food & Drink,Consumable,Common
86074,Spicy Vegetable Chips,Food & Drink,Consumable,Common
86075,"Steelskin, Qiang's Impervious Shield",Shield,Armor,Epic
86076,Breastplate of the Kings' Guard,Plate,Armor,Epic
86079,Ancient Pandaren Woodcutter,Axe,Weapon,Poor
86080,Shoulderguards of the Unflanked,Plate,Armor,Epic
86081,Subetai's Pillaging Leggings,Mail,Armor,Epic
86082,Arrow Breaking Windcloak,Cloth,Armor,Epic
86083,Zian's Choker of Coalesced Shadow,Miscellaneous,Armor,Epic
86084,Meng's Treads of Insanity,Mail,Armor,Epic
86086,Girdle of Delirious Visions,Plate,Armor,Epic
86099,Wu Kao Scouting Report,Quest,Quest,Common
86100,Farm Egg,Cooking,Tradeskill,Common
86110,Stolen Necklace of Precision,Miscellaneous,Armor,Rare
86111,Stolen Necklace of Accuracy,Miscellaneous,Armor,Rare
86112,Stolen Amulet of Wisdom,Miscellaneous,Armor,Rare
86113,Stolen Amulet of Might,Miscellaneous,Armor,Rare
86114,Stolen Necklace of Fortitude,Miscellaneous,Armor,Rare
86115,Swashbuckling Boots,Leather,Armor,Rare
86116,Agile Seafarer's Jackboots,Mail,Armor,Rare
86117,Seafarer's Treads of Precision,Cloth,Armor,Rare
86118,Seafaring Advisor's Slippers,Cloth,Armor,Rare
86119,Seafarer's Boots of Meditation,Leather,Armor,Rare
86120,Seafaring Sabatons of Meditation,Mail,Armor,Rare
86121,Radiant Seafarer's Boots,Plate,Armor,Rare
86122,Plankwalking Greaves,Plate,Armor,Rare
86123,Seafarer's Sturdy Boots,Plate,Armor,Rare
86124,Pandaren Fishing Spear,Polearm,Weapon,Rare
86125,Kafa Press,Miscellaneous,Armor,Rare
86127,Bracers of Dark Thoughts,Leather,Armor,Epic
86128,Undying Shadow Grips,Cloth,Armor,Epic
86129,Hood of Blind Eyes,Cloth,Armor,Epic
86130,"Elegion, the Fanged Crescent",Axe,Weapon,Epic
86131,Vial of Dragon's Blood,Miscellaneous,Armor,Epic
86132,Bottle of Infinite Stars,Miscellaneous,Armor,Epic
86133,Light of the Cosmos,Miscellaneous,Armor,Epic
86134,Star-Stealer Waistguard,Plate,Armor,Epic
86135,Starcrusher Gauntlets,Plate,Armor,Epic
86136,Chestguard of Total Annihilation,Leather,Armor,Epic
86137,Torch of the Celestial Spark,Wand,Weapon,Epic
86138,Phasewalker Striders,Leather,Armor,Epic
86139,Orbital Belt,Cloth,Armor,Epic
86140,Starshatter,Sword,Weapon,Epic
86141,Shoulders of Empyreal Focus,Mail,Armor,Epic
86142,"Fang Kung, Spark of Titans",Bow,Weapon,Epic
86143,Battle Pet Bandage,Other,Consumable,Uncommon
86144,Lei Shen's Final Orders,Miscellaneous,Armor,Epic
86145,Jang-xi's Devastating Legplates,Plate,Armor,Epic
86146,Crown of Opportunistic Strikes,Leather,Armor,Epic
86147,Qin-xi's Polarizing Seal,Miscellaneous,Armor,Epic
86148,"Tihan, Scepter of the Sleeping Emperor",Mace,Weapon,Epic
86149,Spaulders of the Emperor's Rage,Plate,Armor,Epic
86150,Magnetized Leggings,Leather,Armor,Epic
86151,Hood of Focused Energy,Cloth,Armor,Epic
86152,Worldwaker Cabochon,Miscellaneous,Armor,Epic
86153,Boots of the Still Breath,Leather,Armor,Epic
86154,Hisek's Chrysanthemum Cape,Cloth,Armor,Epic
86155,Vizier's Ruby Signet,Miscellaneous,Armor,Epic
86156,Fragment of Fear Made Flesh,Miscellaneous,Armor,Epic
86157,Attenuating Bracers,Cloth,Armor,Epic
86158,Chestplate of the Forbidden Tower,Plate,Armor,Epic
86159,Gauntlets of Undesired Gifts,Leather,Armor,Epic
86160,Mail of Screaming Secrets,Mail,Armor,Epic
86161,Gloves of Grasping Claws,Cloth,Armor,Epic
86162,Ring of the Bladed Tempest,Miscellaneous,Armor,Epic
86163,Bracers of Unseen Strikes,Leather,Armor,Epic
86164,Waistplate of Overwhelming Assault,Plate,Armor,Epic
86165,Windblade Talons,Plate,Armor,Epic
86166,Choker of the Unleashed Storm,Miscellaneous,Armor,Epic
86167,Boots of the Blowing Wind,Cloth,Armor,Epic
86168,Bracers of Tempestuous Fury,Mail,Armor,Epic
86169,Drape of Gathering Clouds,Cloth,Armor,Epic
86170,Twisting Wind Bracers,Cloth,Armor,Epic
86171,Tornado-Summoning Censer,Miscellaneous,Armor,Epic
86172,Ring of the Shattered Shell,Miscellaneous,Armor,Epic
86173,Legbreaker Greatcloak,Cloth,Armor,Epic
86174,Garalon's Hollow Skull,Plate,Armor,Epic
86175,Grips of the Leviathan,Mail,Armor,Epic
86176,Bonebreaker Gauntlets,Leather,Armor,Epic
86177,Necklace of Congealed Weaknesses,Miscellaneous,Armor,Epic
86178,Sandals of the Unbidden,Cloth,Armor,Epic
86179,Grasps of Panic,Plate,Armor,Epic
86180,Robes of Eighty Lights,Leather,Armor,Epic
86181,Xaril's Hood of Intoxicating Vapors,Cloth,Armor,Epic
86182,Stormwake Mistcloak,Cloth,Armor,Epic
86183,Shining Cicada Bracers,Cloth,Armor,Epic
86184,Luminescent Firefly Wristguards,Mail,Armor,Epic
86185,Smooth Beetle Wristbands,Leather,Armor,Epic
86186,Gleaming Moth Cuffs,Cloth,Armor,Epic
86187,Pearlescent Butterfly Wristbands,Leather,Armor,Epic
86188,Inlaid Cricket Bracers,Plate,Armor,Epic
86189,Jagged Hornet Bracers,Mail,Armor,Epic
86190,Serrated Wasp Bracers,Plate,Armor,Epic
86191,Plated Locust Bracers,Plate,Armor,Epic
86192,Darting Damselfly Cuffs,Cloth,Armor,Epic
86196,Ancient Jinyu Staff,Staff,Weapon,Rare
86198,Hammer of Ten Thunders,Mace,Weapon,Rare
86199,Jade-Infused Blade,Sword,Weapon,Rare
86200,Painful Thorned Ring,Miscellaneous,Armor,Epic
86201,Impaling Treads,Plate,Armor,Epic
86202,Cloak of Raining Blades,Cloth,Armor,Epic
86203,Articulated Legplates,Plate,Armor,Epic
86204,Wingslasher Pauldrons,Mail,Armor,Epic
86205,Korven's Amber-Sealed Beetle,Miscellaneous,Armor,Epic
86210,Belt of Malleable Amber,Cloth,Armor,Epic
86211,Seal of the Profane,Miscellaneous,Armor,Epic
86212,Treads of Deadly Secretions,Leather,Armor,Epic
86213,Shoulderpads of Misshapen Life,Plate,Armor,Epic
86214,Monstrous Stompers,Mail,Armor,Epic
86216,Pandaren Ritual Stone,Junk,Miscellaneous,Poor
86217,Un'sok's Amber Scalpel,Dagger,Weapon,Epic
86218,Staff of the Hidden Master,Staff,Weapon,Rare
86219,Scimitar of Seven Stars,Sword,Weapon,Epic
86220,Saurok Stone Tablet,Junk,Miscellaneous,Poor
86221,Wise Sprite Cloak,Cloth,Armor,Rare
86222,Precise Sprite Cloak,Cloth,Armor,Rare
86223,Agile Sprite Cloak,Cloth,Armor,Rare
86224,Steadfast Sprite Cape,Cloth,Armor,Rare
86225,Strong Sprite Cloak,Cloth,Armor,Rare
86226,Claws of Shek'zeer,Fist Weapon,Weapon,Epic
86227,"Kri'tak, Imperial Scepter of the Swarm",Mace,Weapon,Epic
86228,Crown of the Doomed Empress,Mail,Armor,Epic
86229,Leggings of Shadow Infestation,Cloth,Armor,Epic
86230,Bracers of Defiled Earth,Plate,Armor,Epic
86231,Regail's Band of the Endless,Miscellaneous,Armor,Epic
86232,Deepwater Greatboots,Plate,Armor,Epic
86233,Shackle of Eversparks,Miscellaneous,Armor,Epic
86234,Kaolan's Withering Necklace,Miscellaneous,Armor,Epic
86235,Pattern: Angerhide Leg Armor,Leatherworking,Recipe,Common
86237,Pattern: Chestguard of Earthen Harmony,Leatherworking,Recipe,Common
86238,Pattern: Chestguard of Nemeses,Leatherworking,Recipe,Epic
86240,Pattern: Contender's Dragonscale Belt,Leatherworking,Recipe,Common
86241,Pattern: Contender's Dragonscale Boots,Leatherworking,Recipe,Common
86242,Pattern: Contender's Dragonscale Bracers,Leatherworking,Recipe,Common
86243,Pattern: Contender's Dragonscale Chestguard,Leatherworking,Recipe,Common
86244,Pattern: Contender's Dragonscale Gloves,Leatherworking,Recipe,Common
86245,Pattern: Contender's Dragonscale Helm,Leatherworking,Recipe,Common
86246,Pattern: Contender's Dragonscale Leggings,Leatherworking,Recipe,Common
86247,Pattern: Contender's Dragonscale Shoulders,Leatherworking,Recipe,Common
86248,Pattern: Contender's Leather Belt,Leatherworking,Recipe,Common
86249,Pattern: Contender's Leather Boots,Leatherworking,Recipe,Common
86250,Pattern: Contender's Leather Bracers,Leatherworking,Recipe,Common
86251,Pattern: Contender's Leather Chestguard,Leatherworking,Recipe,Common
86252,Pattern: Contender's Leather Gloves,Leatherworking,Recipe,Common
86253,Pattern: Contender's Leather Helm,Leatherworking,Recipe,Common
86254,Pattern: Contender's Leather Leggings,Leatherworking,Recipe,Common
86255,Pattern: Contender's Leather Shoulders,Leatherworking,Recipe,Common
86256,Pattern: Contender's Scale Belt,Leatherworking,Recipe,Common
86257,Pattern: Contender's Scale Boots,Leatherworking,Recipe,Common
86258,Pattern: Contender's Scale Bracers,Leatherworking,Recipe,Common
86259,Pattern: Contender's Scale Chestguard,Leatherworking,Recipe,Common
86260,Pattern: Contender's Scale Gloves,Leatherworking,Recipe,Common
86261,Pattern: Contender's Scale Helm,Leatherworking,Recipe,Common
86262,Pattern: Contender's Scale Leggings,Leatherworking,Recipe,Common
86263,Pattern: Contender's Scale Shoulders,Leatherworking,Recipe,Common
86264,Pattern: Contender's Wyrmhide Belt,Leatherworking,Recipe,Common
86265,Pattern: Contender's Wyrmhide Boots,Leatherworking,Recipe,Common
86266,Pattern: Contender's Wyrmhide Bracers,Leatherworking,Recipe,Common
86267,Pattern: Contender's Wyrmhide Chestguard,Leatherworking,Recipe,Common
86268,Pattern: Contender's Wyrmhide Gloves,Leatherworking,Recipe,Common
86269,Pattern: Contender's Wyrmhide Helm,Leatherworking,Recipe,Common
86270,Pattern: Contender's Wyrmhide Leggings,Leatherworking,Recipe,Common
86271,Pattern: Contender's Wyrmhide Shoulders,Leatherworking,Recipe,Common
86272,Pattern: Fists of Lightning,Leatherworking,Recipe,Epic
86273,Pattern: Gloves of Earthen Harmony,Leatherworking,Recipe,Common
86274,Pattern: Greyshadow Chestguard,Leatherworking,Recipe,Common
86275,Pattern: Greyshadow Gloves,Leatherworking,Recipe,Common
86276,Pattern: Ironscale Leg Armor,Leatherworking,Recipe,Common
86277,Pattern: Lifekeeper's Gloves,Leatherworking,Recipe,Common
86278,Pattern: Lifekeeper's Robe,Leatherworking,Recipe,Common
86279,Pattern: Liferuned Leather Gloves,Leatherworking,Recipe,Epic
86280,Pattern: Murderer's Gloves,Leatherworking,Recipe,Epic
86281,Pattern: Nightfire Robe,Leatherworking,Recipe,Epic
86283,Pattern: Raiment of Blood and Bone,Leatherworking,Recipe,Epic
86284,Pattern: Raven Lord's Gloves,Leatherworking,Recipe,Epic
86295,Pattern: Shadowleather Leg Armor,Leatherworking,Recipe,Common
86297,Pattern: Stormbreaker Chestguard,Leatherworking,Recipe,Epic
86308,Pattern: Wildblood Gloves,Leatherworking,Recipe,Common
86309,Pattern: Wildblood Vest,Leatherworking,Recipe,Common
86311,Robe of Eternal Rule,Cloth,Armor,Epic
86312,Legacy of the Emperor,Cloth,Armor,Epic
86313,Imperial Silk Gloves,Cloth,Armor,Epic
86314,Touch of the Light,Cloth,Armor,Epic
86315,Watersoul Signet,Miscellaneous,Armor,Epic
86316,Cloak of Overwhelming Corruption,Cloth,Armor,Epic
86317,Cuffs of the Corrupted Waters,Cloth,Armor,Epic
86318,Casque of Expelled Corruption,Plate,Armor,Epic
86319,Lightning Prisoner's Boots,Mail,Armor,Epic
86320,Asani's Uncleansed Sandals,Leather,Armor,Epic
86321,"Gao-Rei, Staff of the Legendary Protector",Staff,Weapon,Epic
86322,Dread Shadow Ring,Miscellaneous,Armor,Epic
86323,Stuff of Nightmares,Miscellaneous,Armor,Epic
86324,Sunwrought Mail Hauberk,Mail,Armor,Epic
86325,Daybreak Drape,Cloth,Armor,Epic
86326,Belt of Embodied Terror,Cloth,Armor,Epic
86327,Spirits of the Sun,Miscellaneous,Armor,Epic
86328,"Loshan, Terror Incarnate",Sword,Weapon,Epic
86329,Sollerets of Instability,Plate,Armor,Epic
86330,Sandals of the Blackest Night,Cloth,Armor,Epic
86331,"Taoren, the Soul Burner",Gun,Weapon,Epic
86332,Terror in the Mists,Miscellaneous,Armor,Epic
86333,Cuirass of the Animated Protector,Plate,Armor,Epic
86334,Robes of the Unknown Fear,Cloth,Armor,Epic
86335,"Jin'ya, Orb of the Waterspeaker",Staff,Weapon,Epic
86336,Darkmist Vortex,Miscellaneous,Armor,Epic
86337,Healer's Belt of Final Winter,Cloth,Armor,Epic
86338,Invoker's Belt of Final Winter,Cloth,Armor,Epic
86339,Sorcerer's Belt of Final Winter,Cloth,Armor,Epic
86340,Weaver's Cord of Eternal Autumn,Leather,Armor,Epic
86341,Stalker's Cord of Eternal Autumn,Leather,Armor,Epic
86342,Binder's Chain of Unending Summer,Mail,Armor,Epic
86343,Ranger's Chain of Unending Summer,Mail,Armor,Epic
86352,Pattern: Contender's Silk Cowl,Tailoring,Recipe,Common
86353,Pattern: Contender's Silk Amice,Tailoring,Recipe,Common
86354,Pattern: Contender's Silk Raiment,Tailoring,Recipe,Common
86355,Pattern: Contender's Silk Handwraps,Tailoring,Recipe,Common
86356,Pattern: Contender's Silk Pants,Tailoring,Recipe,Common
86357,Pattern: Contender's Silk Cuffs,Tailoring,Recipe,Common
86358,Pattern: Contender's Silk Footwraps,Tailoring,Recipe,Common
86359,Pattern: Contender's Silk Belt,Tailoring,Recipe,Common
86360,Pattern: Contender's Satin Cowl,Tailoring,Recipe,Common
86361,Pattern: Contender's Satin Amice,Tailoring,Recipe,Common
86362,Pattern: Contender's Satin Raiment,Tailoring,Recipe,Common
86363,Pattern: Contender's Satin Handwraps,Tailoring,Recipe,Common
86364,Pattern: Contender's Satin Pants,Tailoring,Recipe,Common
86365,Pattern: Contender's Satin Cuffs,Tailoring,Recipe,Common
86366,Pattern: Contender's Satin Footwraps,Tailoring,Recipe,Common
86367,Pattern: Contender's Satin Belt,Tailoring,Recipe,Common
86368,Pattern: Spelltwister's Grand Robe,Tailoring,Recipe,Common
86369,Pattern: Spelltwister's Gloves,Tailoring,Recipe,Common
86370,Pattern: Robes of Creation,Tailoring,Recipe,Common
86371,Pattern: Gloves of Creation,Tailoring,Recipe,Common
86375,Pattern: Greater Pearlescent Spellthread,Tailoring,Recipe,Common
86376,Pattern: Greater Cerulean Spellthread,Tailoring,Recipe,Common
86377,Pattern: Royal Satchel,Tailoring,Recipe,Common
86379,Pattern: Robe of Eternal Rule,Tailoring,Recipe,Epic
86380,Pattern: Imperial Silk Gloves,Tailoring,Recipe,Epic
86381,Pattern: Legacy of the Emperor,Tailoring,Recipe,Epic
86382,Pattern: Touch of the Light,Tailoring,Recipe,Epic
86383,Mender's Girdle of Endless Spring,Plate,Armor,Epic
86384,Protector's Girdle of Endless Spring,Plate,Armor,Epic
86385,Patroller's Girdle of Endless Spring,Plate,Armor,Epic
86386,"Shin'ka, Execution of Dominion",Axe,Weapon,Epic
86387,"Kilrak, Jaws of Terror",Sword,Weapon,Epic
86388,Essence of Terror,Miscellaneous,Armor,Epic
86389,Dreadwoven Leggings of Failure,Cloth,Armor,Epic
86390,Regail's Crackling Dagger,Dagger,Weapon,Epic
86391,Spiritsever,Dagger,Weapon,Epic
86392,Letter to Sungshin Ironpaw,Quest,Quest,Common
86393,Tablet of Ren Yun,Cooking,Recipe,Common
86394,Hozen Warrior Spear,Polearm,Weapon,Rare
86404,Old Map,Quest,Quest,Common
86421,Old Man Thistle's Almanac,Quest,Quest,Common
86422,Statue of Xuen,Junk,Miscellaneous,Poor
86425,Cooking School Bell,Junk,Miscellaneous,Rare
86427,Terracotta Head,Junk,Miscellaneous,Poor
86428,Old Man Thistle's Treasure,Junk,Miscellaneous,Rare
86430,Rikktik's Tick Remover,Junk,Miscellaneous,Poor
86431,Stormstout Secrets,Quest,Quest,Common
86432,Banana-Infused Rum,Food & Drink,Consumable,Common
86433,Nice Necklace,Quest,Quest,Common
86434,Tasteful Tiara,Quest,Quest,Common
86435,Exquisite Earring,Quest,Quest,Common
86436,Beautiful Brooch,Quest,Quest,Common
86446,Sheepie,Quest,Quest,Common
86465,Old Sheepskin,Quest,Quest,Common
86467,Cho's Fireworks,Quest,Quest,Common
86468,Apron,Miscellaneous,Armor,Rare
86471,Ancient Mogu Tablet,Junk,Miscellaneous,Poor
86472,Amber Encased Moth,Junk,Miscellaneous,Poor
86473,The Hammer of Folly,Junk,Miscellaneous,Poor
86476,Lantern of the Sorcerer King,Quest,Quest,Common
86477,Mad King Meng's Balance,Quest,Quest,Common
86478,"Qiang's ""The Science of War""",Quest,Quest,Common
86479,Subetai's Bow of the Swift,Quest,Quest,Common
86489,Succulent Turtle Filet,Quest,Quest,Common
86508,Fresh Bread,Food & Drink,Consumable,Common
86511,Cho's Fireworks,Quest,Quest,Common
86512,Journeyman Cookbook,Cooking,Recipe,Heirloom
86513,Robes of Torn Nightmares,Cloth,Armor,Epic
86514,Clutches of Dying Hope,Leather,Armor,Epic
86516,Fragment of Dread,Junk,Miscellaneous,Poor
86517,Hardened Sap of Kri'vess,Junk,Miscellaneous,Poor
86518,Yaungol Fire Carrier,Mace,Weapon,Rare
86519,Wind-Reaver's Dagger of Quick Strikes,Dagger,Weapon,Rare
86520,Malik's Stalwart Spear,Polearm,Weapon,Rare
86521,Lucid Amulet of the Agile Mind,Miscellaneous,Armor,Rare
86522,Blade of the Prime,Sword,Weapon,Rare
86523,Swarming Cleaver of Ka'roz,Sword,Weapon,Rare
86524,Dissector's Staff of Mutation,Staff,Weapon,Rare
86525,Bloodsoaked Chitin Fragment,Miscellaneous,Armor,Rare
86526,Swarmkeeper's Medallion,Miscellaneous,Armor,Rare
86527,Blade of the Poisoned Mind,Sword,Weapon,Rare
86529,Manipulator's Talisman,Miscellaneous,Armor,Rare
86532,Bag of Shado-Pan Gas Bombs,Quest,Quest,Common
86533,Glowing Amber,Quest,Quest,Common
86534,Shiny Shado-Pan Coin,Other,Consumable,Common
86536,Wu Kao Dart of Lethargy,Other,Consumable,Common
86541,Charred Glyph,Junk,Miscellaneous,Poor
86542,Flying Tiger Gourami,Quest,Quest,Uncommon
86544,Spinefish Alpha,Quest,Quest,Uncommon
86545,Mimic Octopus,Quest,Quest,Uncommon
86546,Sky Crystal,Junk,Miscellaneous,Epic
86547,Skyshard,Junk,Miscellaneous,Epic
86550,Apprentice Cookbook,Cooking,Recipe,Heirloom
86551,Expert Cookbook,Cooking,Recipe,Heirloom
86552,Artisan Cookbook,Cooking,Recipe,Heirloom
86553,Master Cookbook,Cooking,Recipe,Heirloom
86554,Grand Master Cookbook,Cooking,Recipe,Heirloom
86558,Rolling Pin,Miscellaneous,Armor,Rare
86559,Frying Pan,Miscellaneous,Weapon,Rare
86562,Hopling,Companion Pets,Miscellaneous,Rare
86563,Hollow Reed,Companion Pets,Miscellaneous,Rare
86564,Imbued Jade Fragment,Companion Pets,Miscellaneous,Rare
86565,Battle Horn,Other,Miscellaneous,Rare
86566,Forager's Gloves,Cloth,Armor,Rare
86567,Yaungol Wind Chime,Miscellaneous,Armor,Rare
86568,Mr. Smite's Brass Compass,Other,Miscellaneous,Rare
86569,Crystal of Insanity,Potions,Consumable,Rare
86570,Crate of Kidnapped Puppies,Miscellaneous,Armor,Rare
86571,Kang's Bindstone,Other,Miscellaneous,Rare
86572,Terracotta Fragment,Miscellaneous,Armor,Rare
86573,Shard of Archstone,Other,Miscellaneous,Rare
86574,Elixir of Ancient Knowledge,Other,Consumable,Poor
86575,Chalice of Secrets,Other,Miscellaneous,Rare
86576,Dynasty of Steel,Miscellaneous,Armor,Rare
86577,Rod of Ambershaping,Other,Miscellaneous,Rare
86578,Eternal Warrior's Sigil,Other,Miscellaneous,Rare
86580,Wilted Lilypad,Other,Miscellaneous,Poor
86581,Farwater Conch,Other,Miscellaneous,Rare
86582,Aqua Jewel,Other,Miscellaneous,Rare
86583,Salyin Battle Banner,Other,Miscellaneous,Rare
86584,Hardened Shell,Other,Miscellaneous,Rare
86585,Golden Fleece,Miscellaneous,Armor,Rare
86586,Panflute of Pandaria,Other,Miscellaneous,Rare
86587,Seed of Tranquil Growth,Miscellaneous,Armor,Rare
86588,Pandaren Firework Launcher,Other,Miscellaneous,Rare
86589,Ai-Li's Skymirror,Other,Miscellaneous,Rare
86590,Essence of the Breeze,Other,Miscellaneous,Rare
86591,Magic Banana,Other,Miscellaneous,Rare
86592,Hozen Peace Pipe,Other,Consumable,Rare
86593,Hozen Beach Ball,Other,Miscellaneous,Rare
86594,Helpful Wikky's Whistle,Other,Miscellaneous,Rare
86595,Bag of Helpful Things,Junk,Miscellaneous,Uncommon
86596,Nat's Fishing Chair,Junk,Miscellaneous,Rare
86597,Living Steel Weapon Chain,Weapon,Item Enhancement,Uncommon
86598,Vor'thik Eggs,Quest,Quest,Common
86599,Ghost Iron Shield Spike,Shield/Off-hand,Item Enhancement,Common
86607,"Goblin Dragon Gun, Mark II",Other,Consumable,Common
86616,Dread Amber Focus,Quest,Quest,Common
86623,Blingtron 4000 Gift Package,Junk,Miscellaneous,Uncommon
86624,Firebird's Spaulders,Mail,Armor,Epic
86625,Firebird's Legguards,Mail,Armor,Epic
86626,Firebird's Helmet,Mail,Armor,Epic
86627,Firebird's Grips,Mail,Armor,Epic
86628,Firebird's Cuirass,Mail,Armor,Epic
86629,Firebird's Hauberk,Mail,Armor,Epic
86630,Firebird's Gloves,Mail,Armor,Epic
86631,Firebird's Headpiece,Mail,Armor,Epic
86632,Firebird's Kilt,Mail,Armor,Epic
86633,Firebird's Shoulderwraps,Mail,Armor,Epic
86634,Yaungol Slayer's Spaulders,Mail,Armor,Epic
86635,Yaungol Slayer's Legguards,Mail,Armor,Epic
86636,Yaungol Slayer's Headguard,Mail,Armor,Epic
86637,Yaungol Slayer's Gloves,Mail,Armor,Epic
86638,Yaungol Slayer's Tunic,Mail,Armor,Epic
86639,Spaulders of the Thousandfold Blades,Leather,Armor,Epic
86640,Legguards of the Thousandfold Blades,Leather,Armor,Epic
86641,Helmet of the Thousandfold Blades,Leather,Armor,Epic
86642,Gloves of the Thousandfold Blades,Leather,Armor,Epic
86643,Tunic of the Thousandfold Blades,Leather,Armor,Epic
86644,Eternal Blossom Shoulderwraps,Leather,Armor,Epic
86645,Eternal Blossom Vestment,Leather,Armor,Epic
86646,Eternal Blossom Leggings,Leather,Armor,Epic
86647,Eternal Blossom Cover,Leather,Armor,Epic
86648,Eternal Blossom Gloves,Leather,Armor,Epic
86649,Eternal Blossom Spaulders,Leather,Armor,Epic
86650,Eternal Blossom Legguards,Leather,Armor,Epic
86651,Eternal Blossom Headpiece,Leather,Armor,Epic
86652,Eternal Blossom Grips,Leather,Armor,Epic
86653,Eternal Blossom Raiment,Leather,Armor,Epic
86654,Shoulderguards of the Lost Catacomb,Plate,Armor,Epic
86655,Legguards of the Lost Catacomb,Plate,Armor,Epic
86656,Faceguard of the Lost Catacomb,Plate,Armor,Epic
86657,Handguards of the Lost Catacomb,Plate,Armor,Epic
86658,Chestguard of the Lost Catacomb,Plate,Armor,Epic
86659,White Tiger Shoulderguards,Plate,Armor,Epic
86660,White Tiger Legguards,Plate,Armor,Epic
86661,White Tiger Faceguard,Plate,Armor,Epic
86662,White Tiger Handguards,Plate,Armor,Epic
86663,White Tiger Chestguard,Plate,Armor,Epic
86664,Shoulderguards of Resounding Rings,Plate,Armor,Epic
86665,Legguards of Resounding Rings,Plate,Armor,Epic
86666,Faceguard of Resounding Rings,Plate,Armor,Epic
86667,Handguards of Resounding Rings,Plate,Armor,Epic
86668,Chestguard of Resounding Rings,Plate,Armor,Epic
86669,Pauldrons of Resounding Rings,Plate,Armor,Epic
86670,Legplates of Resounding Rings,Plate,Armor,Epic
86671,Gauntlets of Resounding Rings,Plate,Armor,Epic
86672,Battleplate of Resounding Rings,Plate,Armor,Epic
86673,Helmet of Resounding Rings,Plate,Armor,Epic
86674,Pauldrons of the Lost Catacomb,Plate,Armor,Epic
86675,Greaves of the Lost Catacomb,Plate,Armor,Epic
86676,Helmet of the Lost Catacomb,Plate,Armor,Epic
86677,Gauntlets of the Lost Catacomb,Plate,Armor,Epic
86678,Breastplate of the Lost Catacomb,Plate,Armor,Epic
86679,White Tiger Pauldrons,Plate,Armor,Epic
86680,White Tiger Legplates,Plate,Armor,Epic
86681,White Tiger Helmet,Plate,Armor,Epic
86682,White Tiger Gauntlets,Plate,Armor,Epic
86683,White Tiger Battleplate,Plate,Armor,Epic
86684,White Tiger Mantle,Plate,Armor,Epic
86685,White Tiger Greaves,Plate,Armor,Epic
86686,White Tiger Headguard,Plate,Armor,Epic
86687,White Tiger Gloves,Plate,Armor,Epic
86688,White Tiger Breastplate,Plate,Armor,Epic
86689,Firebird's Mantle,Mail,Armor,Epic
86690,Firebird's Legwraps,Mail,Armor,Epic
86691,Firebird's Faceguard,Mail,Armor,Epic
86692,Firebird's Handwraps,Mail,Armor,Epic
86693,Firebird's Tunic,Mail,Armor,Epic
86694,Eternal Blossom Mantle,Leather,Armor,Epic
